time,agentname,agentamount
54.456966,S,1548
54.460387,E,319
54.460387,H,1000
54.460387,I,258
54.460387,R,7874
54.460387,S,1548
54.465242,E,318
54.465242,H,1000
54.465242,I,259
54.465242,R,7874
54.465242,S,1548
54.472044,E,318
54.472044,H,1000
54.472044,I,258
54.472044,R,7875
54.472044,S,1548
54.473028,E,317
54.473028,H,1000
54.473028,I,259
54.473028,R,7875
54.473028,S,1548
54.477883,E,317
54.477883,H,1000
54.477883,I,258
54.477883,R,7876
54.477883,S,1548
54.483500,E,318
54.483500,H,1000
54.483500,I,258
54.483500,R,7876
54.483500,S,1547
54.484352,E,318
54.484352,H,1000
54.484352,I,257
54.484352,R,7877
54.484352,S,1547
54.484731,E,317
54.484731,H,1000
54.484731,I,258
54.484731,R,7877
54.484731,S,1547
54.492270,E,316
54.492270,H,1000
54.492270,I,259
54.492270,R,7877
54.492270,S,1547
54.492889,E,316
54.492889,H,1000
54.492889,I,258
54.492889,R,7878
54.492889,S,1547
54.496103,E,315
54.496103,H,1000
54.496103,I,259
54.496103,R,7878
54.496103,S,1547
54.498007,E,315
54.498007,H,1000
54.498007,I,258
54.498007,R,7879
54.498007,S,1547
54.500552,E,314
54.500552,H,1000
54.500552,I,259
54.500552,R,7879
54.500552,S,1547
54.502189,E,313
54.502189,H,1000
54.502189,I,260
54.502189,R,7879
54.502189,S,1547
54.503384,E,313
54.503384,H,1000
54.503384,I,259
54.503384,R,7880
54.503384,S,1547
54.510381,E,312
54.510381,H,1000
54.510381,I,260
54.510381,R,7880
54.510381,S,1547
54.511352,E,311
54.511352,H,1000
54.511352,I,261
54.511352,R,7880
54.511352,S,1547
54.513508,E,312
54.513508,H,1000
54.513508,I,261
54.513508,R,7880
54.513508,S,1546
54.514211,E,312
54.514211,H,1000
54.514211,I,260
54.514211,R,7881
54.514211,S,1546
54.523630,E,311
54.523630,H,1000
54.523630,I,261
54.523630,R,7881
54.523630,S,1546
54.533123,E,312
54.533123,H,1000
54.533123,I,261
54.533123,R,7881
54.533123,S,1545
54.555135,E,312
54.555135,H,1000
54.555135,I,260
54.555135,R,7882
54.555135,S,1545
54.561434,E,312
54.561434,H,1000
54.561434,I,259
54.561434,R,7883
54.561434,S,1545
54.565566,E,313
54.565566,H,1000
54.565566,I,259
54.565566,R,7883
54.565566,S,1544
54.567424,E,312
54.567424,H,1000
54.567424,I,260
54.567424,R,7883
54.567424,S,1544
54.572497,E,312
54.572497,H,1000
54.572497,I,259
54.572497,R,7884
54.572497,S,1544
54.577989,E,311
54.577989,H,1000
54.577989,I,260
54.577989,R,7884
54.577989,S,1544
54.579539,E,311
54.579539,H,1000
54.579539,I,259
54.579539,R,7885
54.579539,S,1544
54.600031,E,312
54.600031,H,1000
54.600031,I,259
54.600031,R,7885
54.600031,S,1543
54.602136,E,312
54.602136,H,1000
54.602136,I,258
54.602136,R,7886
54.602136,S,1543
54.602528,E,312
54.602528,H,1000
54.602528,I,257
54.602528,R,7887
54.602528,S,1543
54.604658,E,313
54.604658,H,1000
54.604658,I,257
54.604658,R,7887
54.604658,S,1542
54.607055,E,313
54.607055,H,1000
54.607055,I,256
54.607055,R,7888
54.607055,S,1542
54.616292,E,314
54.616292,H,1000
54.616292,I,256
54.616292,R,7888
54.616292,S,1541
54.618677,E,314
54.618677,H,0
54.618677,I,256
54.618677,R,7889
54.618677,S,1541
54.635237,E,314
54.635237,H,0
54.635237,I,255
54.635237,R,7890
54.635237,S,1541
54.639468,E,313
54.639468,H,0
54.639468,I,256
54.639468,R,7890
54.639468,S,1541
54.644037,E,313
54.644037,H,0
54.644037,I,255
54.644037,R,7891
54.644037,S,1541
54.654212,E,312
54.654212,H,0
54.654212,I,256
54.654212,R,7891
54.654212,S,1541
54.656118,E,311
54.656118,H,0
54.656118,I,257
54.656118,R,7891
54.656118,S,1541
54.658072,E,311
54.658072,H,0
54.658072,I,256
54.658072,R,7892
54.658072,S,1541
54.661555,E,311
54.661555,H,0
54.661555,I,255
54.661555,R,7893
54.661555,S,1541
54.667068,E,311
54.667068,H,0
54.667068,I,254
54.667068,R,7894
54.667068,S,1541
54.671140,E,310
54.671140,H,0
54.671140,I,255
54.671140,R,7894
54.671140,S,1541
54.674770,E,310
54.674770,H,0
54.674770,I,254
54.674770,R,7895
54.674770,S,1541
54.682505,E,310
54.682505,H,0
54.682505,I,253
54.682505,R,7896
54.682505,S,1541
54.703428,E,310
54.703428,H,0
54.703428,I,252
54.703428,R,7897
54.703428,S,1541
54.706242,E,309
54.706242,H,0
54.706242,I,253
54.706242,R,7897
54.706242,S,1541
54.716269,E,309
54.716269,H,0
54.716269,I,252
54.716269,R,7898
54.716269,S,1541
54.718183,E,309
54.718183,H,0
54.718183,I,251
54.718183,R,7899
54.718183,S,1541
54.722411,E,309
54.722411,H,0
54.722411,I,250
54.722411,R,7900
54.722411,S,1541
54.732057,E,310
54.732057,H,0
54.732057,I,250
54.732057,R,7900
54.732057,S,1540
54.734446,E,310
54.734446,H,0
54.734446,I,249
54.734446,R,7901
54.734446,S,1540
54.737145,E,310
54.737145,H,0
54.737145,I,248
54.737145,R,7902
54.737145,S,1540
54.742335,E,309
54.742335,H,0
54.742335,I,249
54.742335,R,7902
54.742335,S,1540
54.742770,E,309
54.742770,H,0
54.742770,I,248
54.742770,R,7903
54.742770,S,1540
54.751972,E,310
54.751972,H,0
54.751972,I,248
54.751972,R,7903
54.751972,S,1539
54.753245,E,309
54.753245,H,0
54.753245,I,249
54.753245,R,7903
54.753245,S,1539
54.763022,E,309
54.763022,H,0
54.763022,I,248
54.763022,R,7904
54.763022,S,1539
54.781087,E,308
54.781087,H,0
54.781087,I,249
54.781087,R,7904
54.781087,S,1539
54.781124,E,308
54.781124,H,0
54.781124,I,248
54.781124,R,7905
54.781124,S,1539
54.784372,E,307
54.784372,H,0
54.784372,I,249
54.784372,R,7905
54.784372,S,1539
54.785326,E,307
54.785326,H,0
54.785326,I,248
54.785326,R,7906
54.785326,S,1539
54.790752,E,306
54.790752,H,0
54.790752,I,249
54.790752,R,7906
54.790752,S,1539
54.796485,E,307
54.796485,H,0
54.796485,I,249
54.796485,R,7906
54.796485,S,1538
54.801857,E,307
54.801857,H,0
54.801857,I,248
54.801857,R,7907
54.801857,S,1538
54.802402,E,306
54.802402,H,0
54.802402,I,249
54.802402,R,7907
54.802402,S,1538
54.812015,E,305
54.812015,H,0
54.812015,I,250
54.812015,R,7907
54.812015,S,1538
54.812937,E,304
54.812937,H,0
54.812937,I,251
54.812937,R,7907
54.812937,S,1538
54.816764,E,303
54.816764,H,0
54.816764,I,252
54.816764,R,7907
54.816764,S,1538
54.818829,E,302
54.818829,H,0
54.818829,I,253
54.818829,R,7907
54.818829,S,1538
54.832167,E,302
54.832167,H,0
54.832167,I,252
54.832167,R,7908
54.832167,S,1538
54.840873,E,301
54.840873,H,0
54.840873,I,253
54.840873,R,7908
54.840873,S,1538
54.843759,E,301
54.843759,H,0
54.843759,I,252
54.843759,R,7909
54.843759,S,1538
54.849341,E,301
54.849341,H,0
54.849341,I,251
54.849341,R,7910
54.849341,S,1538
54.849969,E,300
54.849969,H,0
54.849969,I,252
54.849969,R,7910
54.849969,S,1538
54.855608,E,300
54.855608,H,0
54.855608,I,251
54.855608,R,7911
54.855608,S,1538
54.858858,E,300
54.858858,H,0
54.858858,I,250
54.858858,R,7912
54.858858,S,1538
54.869323,E,300
54.869323,H,0
54.869323,I,249
54.869323,R,7913
54.869323,S,1538
54.870028,E,299
54.870028,H,0
54.870028,I,250
54.870028,R,7913
54.870028,S,1538
54.876988,E,298
54.876988,H,0
54.876988,I,251
54.876988,R,7913
54.876988,S,1538
54.896310,E,298
54.896310,H,0
54.896310,I,250
54.896310,R,7914
54.896310,S,1538
54.906205,E,298
54.906205,H,0
54.906205,I,249
54.906205,R,7915
54.906205,S,1538
54.918002,E,297
54.918002,H,0
54.918002,I,250
54.918002,R,7915
54.918002,S,1538
54.920172,E,298
54.920172,H,0
54.920172,I,250
54.920172,R,7915
54.920172,S,1537
54.920526,E,297
54.920526,H,0
54.920526,I,251
54.920526,R,7915
54.920526,S,1537
54.924624,E,297
54.924624,H,0
54.924624,I,250
54.924624,R,7916
54.924624,S,1537
54.927770,E,298
54.927770,H,0
54.927770,I,250
54.927770,R,7916
54.927770,S,1536
54.931648,E,298
54.931648,H,0
54.931648,I,249
54.931648,R,7917
54.931648,S,1536
54.931710,E,297
54.931710,H,0
54.931710,I,250
54.931710,R,7917
54.931710,S,1536
54.940023,E,297
54.940023,H,0
54.940023,I,249
54.940023,R,7918
54.940023,S,1536
54.945064,E,297
54.945064,H,0
54.945064,I,248
54.945064,R,7919
54.945064,S,1536
54.946816,E,297
54.946816,H,0
54.946816,I,247
54.946816,R,7920
54.946816,S,1536
54.948583,E,297
54.948583,H,0
54.948583,I,246
54.948583,R,7921
54.948583,S,1536
54.953316,E,296
54.953316,H,0
54.953316,I,247
54.953316,R,7921
54.953316,S,1536
54.958333,E,295
54.958333,H,0
54.958333,I,248
54.958333,R,7921
54.958333,S,1536
54.959422,E,294
54.959422,H,0
54.959422,I,249
54.959422,R,7921
54.959422,S,1536
54.964226,E,294
54.964226,H,0
54.964226,I,248
54.964226,R,7922
54.964226,S,1536
54.975140,E,294
54.975140,H,0
54.975140,I,247
54.975140,R,7923
54.975140,S,1536
54.983780,E,293
54.983780,H,0
54.983780,I,248
54.983780,R,7923
54.983780,S,1536
54.983934,E,292
54.983934,H,0
54.983934,I,249
54.983934,R,7923
54.983934,S,1536
54.985183,E,292
54.985183,H,0
54.985183,I,248
54.985183,R,7924
54.985183,S,1536
54.991921,E,291
54.991921,H,0
54.991921,I,249
54.991921,R,7924
54.991921,S,1536
54.992585,E,291
54.992585,H,0
54.992585,I,248
54.992585,R,7925
54.992585,S,1536
54.997892,E,291
54.997892,H,0
54.997892,I,247
54.997892,R,7926
54.997892,S,1536
55.001121,E,291
55.001121,H,0
55.001121,I,246
55.001121,R,7927
55.001121,S,1536
55.002195,E,292
55.002195,H,0
55.002195,I,246
55.002195,R,7927
55.002195,S,1535
55.002436,E,291
55.002436,H,0
55.002436,I,247
55.002436,R,7927
55.002436,S,1535
55.004360,E,292
55.004360,H,0
55.004360,I,247
55.004360,R,7927
55.004360,S,1534
55.005855,E,292
55.005855,H,0
55.005855,I,246
55.005855,R,7928
55.005855,S,1534
55.016922,E,291
55.016922,H,0
55.016922,I,247
55.016922,R,7928
55.016922,S,1534
55.028476,E,291
55.028476,H,0
55.028476,I,246
55.028476,R,7929
55.028476,S,1534
55.028756,E,292
55.028756,H,0
55.028756,I,246
55.028756,R,7929
55.028756,S,1533
55.033393,E,291
55.033393,H,0
55.033393,I,247
55.033393,R,7929
55.033393,S,1533
55.046106,E,290
55.046106,H,0
55.046106,I,248
55.046106,R,7929
55.046106,S,1533
55.051395,E,289
55.051395,H,0
55.051395,I,249
55.051395,R,7929
55.051395,S,1533
55.062605,E,289
55.062605,H,0
55.062605,I,248
55.062605,R,7930
55.062605,S,1533
55.064646,E,290
55.064646,H,0
55.064646,I,248
55.064646,R,7930
55.064646,S,1532
55.065300,E,289
55.065300,H,0
55.065300,I,249
55.065300,R,7930
55.065300,S,1532
55.066828,E,289
55.066828,H,0
55.066828,I,248
55.066828,R,7931
55.066828,S,1532
55.067939,E,289
55.067939,H,0
55.067939,I,247
55.067939,R,7932
55.067939,S,1532
55.080150,E,289
55.080150,H,0
55.080150,I,246
55.080150,R,7933
55.080150,S,1532
55.085986,E,289
55.085986,H,0
55.085986,I,245
55.085986,R,7934
55.085986,S,1532
55.097454,E,289
55.097454,H,0
55.097454,I,244
55.097454,R,7935
55.097454,S,1532
55.098195,E,290
55.098195,H,0
55.098195,I,244
55.098195,R,7935
55.098195,S,1531
55.098651,E,290
55.098651,H,0
55.098651,I,243
55.098651,R,7936
55.098651,S,1531
55.110866,E,289
55.110866,H,0
55.110866,I,244
55.110866,R,7936
55.110866,S,1531
55.117516,E,289
55.117516,H,0
55.117516,I,243
55.117516,R,7937
55.117516,S,1531
55.119774,E,289
55.119774,H,0
55.119774,I,242
55.119774,R,7938
55.119774,S,1531
55.133218,E,289
55.133218,H,0
55.133218,I,241
55.133218,R,7939
55.133218,S,1531
55.133764,E,290
55.133764,H,0
55.133764,I,241
55.133764,R,7939
55.133764,S,1530
55.134862,E,290
55.134862,H,0
55.134862,I,240
55.134862,R,7940
55.134862,S,1530
55.139095,E,291
55.139095,H,0
55.139095,I,240
55.139095,R,7940
55.139095,S,1529
55.147949,E,291
55.147949,H,0
55.147949,I,239
55.147949,R,7941
55.147949,S,1529
55.154880,E,291
55.154880,H,0
55.154880,I,238
55.154880,R,7942
55.154880,S,1529
55.164946,E,292
55.164946,H,0
55.164946,I,238
55.164946,R,7942
55.164946,S,1528
55.167990,E,291
55.167990,H,0
55.167990,I,239
55.167990,R,7942
55.167990,S,1528
55.170139,E,291
55.170139,H,0
55.170139,I,238
55.170139,R,7943
55.170139,S,1528
55.172067,E,290
55.172067,H,0
55.172067,I,239
55.172067,R,7943
55.172067,S,1528
55.178386,E,290
55.178386,H,0
55.178386,I,238
55.178386,R,7944
55.178386,S,1528
55.194732,E,290
55.194732,H,0
55.194732,I,237
55.194732,R,7945
55.194732,S,1528
55.212127,E,290
55.212127,H,0
55.212127,I,236
55.212127,R,7946
55.212127,S,1528
55.214527,E,289
55.214527,H,0
55.214527,I,237
55.214527,R,7946
55.214527,S,1528
55.228183,E,288
55.228183,H,0
55.228183,I,238
55.228183,R,7946
55.228183,S,1528
55.233736,E,288
55.233736,H,0
55.233736,I,237
55.233736,R,7947
55.233736,S,1528
55.235230,E,287
55.235230,H,0
55.235230,I,238
55.235230,R,7947
55.235230,S,1528
55.236722,E,288
55.236722,H,0
55.236722,I,238
55.236722,R,7947
55.236722,S,1527
55.243210,E,288
55.243210,H,0
55.243210,I,237
55.243210,R,7948
55.243210,S,1527
55.244448,E,288
55.244448,H,0
55.244448,I,236
55.244448,R,7949
55.244448,S,1527
55.255083,E,288
55.255083,H,0
55.255083,I,235
55.255083,R,7950
55.255083,S,1527
55.288855,E,288
55.288855,H,0
55.288855,I,234
55.288855,R,7951
55.288855,S,1527
55.301270,E,287
55.301270,H,0
55.301270,I,235
55.301270,R,7951
55.301270,S,1527
55.305347,E,288
55.305347,H,0
55.305347,I,235
55.305347,R,7951
55.305347,S,1526
55.307969,E,287
55.307969,H,0
55.307969,I,236
55.307969,R,7951
55.307969,S,1526
55.309852,E,286
55.309852,H,0
55.309852,I,237
55.309852,R,7951
55.309852,S,1526
55.312432,E,286
55.312432,H,0
55.312432,I,236
55.312432,R,7952
55.312432,S,1526
55.320117,E,286
55.320117,H,0
55.320117,I,235
55.320117,R,7953
55.320117,S,1526
55.330545,E,286
55.330545,H,0
55.330545,I,234
55.330545,R,7954
55.330545,S,1526
55.364164,E,286
55.364164,H,0
55.364164,I,233
55.364164,R,7955
55.364164,S,1526
55.370917,E,287
55.370917,H,0
55.370917,I,233
55.370917,R,7955
55.370917,S,1525
55.373450,E,287
55.373450,H,0
55.373450,I,232
55.373450,R,7956
55.373450,S,1525
55.383642,E,287
55.383642,H,0
55.383642,I,231
55.383642,R,7957
55.383642,S,1525
55.387292,E,287
55.387292,H,0
55.387292,I,230
55.387292,R,7958
55.387292,S,1525
55.388787,E,286
55.388787,H,0
55.388787,I,231
55.388787,R,7958
55.388787,S,1525
55.397299,E,285
55.397299,H,0
55.397299,I,232
55.397299,R,7958
55.397299,S,1525
55.399565,E,285
55.399565,H,0
55.399565,I,231
55.399565,R,7959
55.399565,S,1525
55.401817,E,285
55.401817,H,0
55.401817,I,230
55.401817,R,7960
55.401817,S,1525
55.402552,E,286
55.402552,H,0
55.402552,I,230
55.402552,R,7960
55.402552,S,1524
55.403316,E,286
55.403316,H,0
55.403316,I,229
55.403316,R,7961
55.403316,S,1524
55.404706,E,285
55.404706,H,0
55.404706,I,230
55.404706,R,7961
55.404706,S,1524
55.405026,E,284
55.405026,H,0
55.405026,I,231
55.405026,R,7961
55.405026,S,1524
55.405788,E,283
55.405788,H,0
55.405788,I,232
55.405788,R,7961
55.405788,S,1524
55.407932,E,282
55.407932,H,0
55.407932,I,233
55.407932,R,7961
55.407932,S,1524
55.413410,E,282
55.413410,H,0
55.413410,I,232
55.413410,R,7962
55.413410,S,1524
55.413755,E,281
55.413755,H,0
55.413755,I,233
55.413755,R,7962
55.413755,S,1524
55.416258,E,280
55.416258,H,0
55.416258,I,234
55.416258,R,7962
55.416258,S,1524
55.426594,E,281
55.426594,H,0
55.426594,I,234
55.426594,R,7962
55.426594,S,1523
55.435970,E,281
55.435970,H,0
55.435970,I,233
55.435970,R,7963
55.435970,S,1523
55.437414,E,280
55.437414,H,0
55.437414,I,234
55.437414,R,7963
55.437414,S,1523
55.440409,E,280
55.440409,H,0
55.440409,I,233
55.440409,R,7964
55.440409,S,1523
55.448470,E,280
55.448470,H,0
55.448470,I,232
55.448470,R,7965
55.448470,S,1523
55.455349,E,279
55.455349,H,0
55.455349,I,233
55.455349,R,7965
55.455349,S,1523
55.458976,E,279
55.458976,H,0
55.458976,I,232
55.458976,R,7966
55.458976,S,1523
55.484394,E,279
55.484394,H,0
55.484394,I,231
55.484394,R,7967
55.484394,S,1523
55.490162,E,278
55.490162,H,0
55.490162,I,232
55.490162,R,7967
55.490162,S,1523
55.502597,E,279
55.502597,H,0
55.502597,I,232
55.502597,R,7967
55.502597,S,1522
55.503052,E,279
55.503052,H,0
55.503052,I,231
55.503052,R,7968
55.503052,S,1522
55.538776,E,279
55.538776,H,0
55.538776,I,230
55.538776,R,7969
55.538776,S,1522
55.539739,E,279
55.539739,H,0
55.539739,I,229
55.539739,R,7970
55.539739,S,1522
55.545427,E,278
55.545427,H,0
55.545427,I,230
55.545427,R,7970
55.545427,S,1522
55.558981,E,277
55.558981,H,0
55.558981,I,231
55.558981,R,7970
55.558981,S,1522
55.593310,E,276
55.593310,H,0
55.593310,I,232
55.593310,R,7970
55.593310,S,1522
55.601839,E,276
55.601839,H,0
55.601839,I,231
55.601839,R,7971
55.601839,S,1522
55.603164,E,275
55.603164,H,0
55.603164,I,232
55.603164,R,7971
55.603164,S,1522
55.607225,E,274
55.607225,H,0
55.607225,I,233
55.607225,R,7971
55.607225,S,1522
55.619732,E,274
55.619732,H,0
55.619732,I,232
55.619732,R,7972
55.619732,S,1522
55.621620,E,274
55.621620,H,0
55.621620,I,231
55.621620,R,7973
55.621620,S,1522
55.624207,E,274
55.624207,H,0
55.624207,I,230
55.624207,R,7974
55.624207,S,1522
55.632028,E,275
55.632028,H,0
55.632028,I,230
55.632028,R,7974
55.632028,S,1521
55.634774,E,274
55.634774,H,0
55.634774,I,231
55.634774,R,7974
55.634774,S,1521
55.644632,E,275
55.644632,H,0
55.644632,I,231
55.644632,R,7974
55.644632,S,1520
55.652842,E,276
55.652842,H,0
55.652842,I,231
55.652842,R,7974
55.652842,S,1519
55.661387,E,276
55.661387,H,0
55.661387,I,230
55.661387,R,7975
55.661387,S,1519
55.666417,E,275
55.666417,H,0
55.666417,I,231
55.666417,R,7975
55.666417,S,1519
55.667853,E,274
55.667853,H,0
55.667853,I,232
55.667853,R,7975
55.667853,S,1519
55.686543,E,274
55.686543,H,0
55.686543,I,231
55.686543,R,7976
55.686543,S,1519
55.694893,E,275
55.694893,H,0
55.694893,I,231
55.694893,R,7976
55.694893,S,1518
55.694910,E,275
55.694910,H,0
55.694910,I,230
55.694910,R,7977
55.694910,S,1518
55.705854,E,275
55.705854,H,0
55.705854,I,229
55.705854,R,7978
55.705854,S,1518
55.706060,E,274
55.706060,H,0
55.706060,I,230
55.706060,R,7978
55.706060,S,1518
55.715437,E,273
55.715437,H,0
55.715437,I,231
55.715437,R,7978
55.715437,S,1518
55.717334,E,274
55.717334,H,0
55.717334,I,231
55.717334,R,7978
55.717334,S,1517
55.718938,E,273
55.718938,H,0
55.718938,I,232
55.718938,R,7978
55.718938,S,1517
55.723380,E,273
55.723380,H,0
55.723380,I,231
55.723380,R,7979
55.723380,S,1517
55.734890,E,274
55.734890,H,0
55.734890,I,231
55.734890,R,7979
55.734890,S,1516
55.745692,E,275
55.745692,H,0
55.745692,I,231
55.745692,R,7979
55.745692,S,1515
55.752404,E,274
55.752404,H,0
55.752404,I,232
55.752404,R,7979
55.752404,S,1515
55.758405,E,273
55.758405,H,0
55.758405,I,233
55.758405,R,7979
55.758405,S,1515
55.760161,E,272
55.760161,H,0
55.760161,I,234
55.760161,R,7979
55.760161,S,1515
55.779086,E,272
55.779086,H,0
55.779086,I,233
55.779086,R,7980
55.779086,S,1515
55.783754,E,271
55.783754,H,0
55.783754,I,234
55.783754,R,7980
55.783754,S,1515
55.788242,E,272
55.788242,H,0
55.788242,I,234
55.788242,R,7980
55.788242,S,1514
55.793073,E,271
55.793073,H,0
55.793073,I,235
55.793073,R,7980
55.793073,S,1514
55.801833,E,271
55.801833,H,0
55.801833,I,234
55.801833,R,7981
55.801833,S,1514
55.805954,E,272
55.805954,H,0
55.805954,I,234
55.805954,R,7981
55.805954,S,1513
55.806636,E,272
55.806636,H,0
55.806636,I,233
55.806636,R,7982
55.806636,S,1513
55.809147,E,273
55.809147,H,0
55.809147,I,233
55.809147,R,7982
55.809147,S,1512
55.811799,E,273
55.811799,H,0
55.811799,I,232
55.811799,R,7983
55.811799,S,1512
55.823531,E,273
55.823531,H,0
55.823531,I,231
55.823531,R,7984
55.823531,S,1512
55.831833,E,274
55.831833,H,0
55.831833,I,231
55.831833,R,7984
55.831833,S,1511
55.838850,E,275
55.838850,H,0
55.838850,I,231
55.838850,R,7984
55.838850,S,1510
55.839830,E,274
55.839830,H,0
55.839830,I,232
55.839830,R,7984
55.839830,S,1510
55.848023,E,274
55.848023,H,0
55.848023,I,231
55.848023,R,7985
55.848023,S,1510
55.848510,E,274
55.848510,H,0
55.848510,I,230
55.848510,R,7986
55.848510,S,1510
55.848743,E,274
55.848743,H,0
55.848743,I,229
55.848743,R,7987
55.848743,S,1510
55.859563,E,275
55.859563,H,0
55.859563,I,229
55.859563,R,7987
55.859563,S,1509
55.862667,E,275
55.862667,H,0
55.862667,I,228
55.862667,R,7988
55.862667,S,1509
55.869735,E,276
55.869735,H,0
55.869735,I,228
55.869735,R,7988
55.869735,S,1508
55.871585,E,275
55.871585,H,0
55.871585,I,229
55.871585,R,7988
55.871585,S,1508
55.872255,E,275
55.872255,H,0
55.872255,I,228
55.872255,R,7989
55.872255,S,1508
55.881413,E,274
55.881413,H,0
55.881413,I,229
55.881413,R,7989
55.881413,S,1508
55.881967,E,275
55.881967,H,0
55.881967,I,229
55.881967,R,7989
55.881967,S,1507
55.884795,E,275
55.884795,H,0
55.884795,I,228
55.884795,R,7990
55.884795,S,1507
55.895686,E,275
55.895686,H,0
55.895686,I,227
55.895686,R,7991
55.895686,S,1507
55.896884,E,274
55.896884,H,0
55.896884,I,228
55.896884,R,7991
55.896884,S,1507
55.897111,E,273
55.897111,H,0
55.897111,I,229
55.897111,R,7991
55.897111,S,1507
55.899981,E,272
55.899981,H,0
55.899981,I,230
55.899981,R,7991
55.899981,S,1507
55.900614,E,271
55.900614,H,0
55.900614,I,231
55.900614,R,7991
55.900614,S,1507
55.901389,E,272
55.901389,H,0
55.901389,I,231
55.901389,R,7991
55.901389,S,1506
55.901573,E,272
55.901573,H,0
55.901573,I,230
55.901573,R,7992
55.901573,S,1506
55.902853,E,272
55.902853,H,0
55.902853,I,229
55.902853,R,7993
55.902853,S,1506
55.913435,E,272
55.913435,H,0
55.913435,I,228
55.913435,R,7994
55.913435,S,1506
55.923722,E,272
55.923722,H,0
55.923722,I,227
55.923722,R,7995
55.923722,S,1506
55.927121,E,271
55.927121,H,0
55.927121,I,228
55.927121,R,7995
55.927121,S,1506
55.928622,E,270
55.928622,H,0
55.928622,I,229
55.928622,R,7995
55.928622,S,1506
55.932523,E,269
55.932523,H,0
55.932523,I,230
55.932523,R,7995
55.932523,S,1506
55.934511,E,270
55.934511,H,0
55.934511,I,230
55.934511,R,7995
55.934511,S,1505
55.946997,E,269
55.946997,H,0
55.946997,I,231
55.946997,R,7995
55.946997,S,1505
55.954411,E,270
55.954411,H,0
55.954411,I,231
55.954411,R,7995
55.954411,S,1504
55.972522,E,270
55.972522,H,0
55.972522,I,230
55.972522,R,7996
55.972522,S,1504
55.979259,E,269
55.979259,H,0
55.979259,I,231
55.979259,R,7996
55.979259,S,1504
55.981612,E,269
55.981612,H,0
55.981612,I,230
55.981612,R,7997
55.981612,S,1504
55.989031,E,268
55.989031,H,0
55.989031,I,231
55.989031,R,7997
55.989031,S,1504
56.006764,E,268
56.006764,H,0
56.006764,I,230
56.006764,R,7998
56.006764,S,1504
56.009197,E,268
56.009197,H,0
56.009197,I,229
56.009197,R,7999
56.009197,S,1504
56.015101,E,267
56.015101,H,0
56.015101,I,230
56.015101,R,7999
56.015101,S,1504
56.015938,E,267
56.015938,H,0
56.015938,I,229
56.015938,R,8000
56.015938,S,1504
56.025797,E,266
56.025797,H,0
56.025797,I,230
56.025797,R,8000
56.025797,S,1504
56.027315,E,267
56.027315,H,0
56.027315,I,230
56.027315,R,8000
56.027315,S,1503
56.029899,E,267
56.029899,H,0
56.029899,I,229
56.029899,R,8001
56.029899,S,1503
56.034843,E,267
56.034843,H,0
56.034843,I,228
56.034843,R,8002
56.034843,S,1503
56.052705,E,267
56.052705,H,0
56.052705,I,227
56.052705,R,8003
56.052705,S,1503
56.054702,E,268
56.054702,H,0
56.054702,I,227
56.054702,R,8003
56.054702,S,1502
56.061208,E,267
56.061208,H,0
56.061208,I,228
56.061208,R,8003
56.061208,S,1502
56.066234,E,268
56.066234,H,0
56.066234,I,228
56.066234,R,8003
56.066234,S,1501
56.072364,E,268
56.072364,H,0
56.072364,I,227
56.072364,R,8004
56.072364,S,1501
56.076454,E,268
56.076454,H,0
56.076454,I,226
56.076454,R,8005
56.076454,S,1501
56.081725,E,268
56.081725,H,0
56.081725,I,225
56.081725,R,8006
56.081725,S,1501
56.088290,E,268
56.088290,H,0
56.088290,I,224
56.088290,R,8007
56.088290,S,1501
56.092206,E,267
56.092206,H,0
56.092206,I,225
56.092206,R,8007
56.092206,S,1501
56.093814,E,268
56.093814,H,0
56.093814,I,225
56.093814,R,8007
56.093814,S,1500
56.100735,E,267
56.100735,H,0
56.100735,I,226
56.100735,R,8007
56.100735,S,1500
56.103848,E,266
56.103848,H,0
56.103848,I,227
56.103848,R,8007
56.103848,S,1500
56.109367,E,265
56.109367,H,0
56.109367,I,228
56.109367,R,8007
56.109367,S,1500
56.113970,E,265
56.113970,H,0
56.113970,I,227
56.113970,R,8008
56.113970,S,1500
56.114965,E,264
56.114965,H,0
56.114965,I,228
56.114965,R,8008
56.114965,S,1500
56.117331,E,264
56.117331,H,0
56.117331,I,227
56.117331,R,8009
56.117331,S,1500
56.117969,E,264
56.117969,H,0
56.117969,I,226
56.117969,R,8010
56.117969,S,1500
56.137204,E,264
56.137204,H,0
56.137204,I,225
56.137204,R,8011
56.137204,S,1500
56.140483,E,264
56.140483,H,0
56.140483,I,224
56.140483,R,8012
56.140483,S,1500
56.140603,E,265
56.140603,H,0
56.140603,I,224
56.140603,R,8012
56.140603,S,1499
56.141655,E,265
56.141655,H,0
56.141655,I,223
56.141655,R,8013
56.141655,S,1499
56.152768,E,265
56.152768,H,0
56.152768,I,222
56.152768,R,8014
56.152768,S,1499
56.169785,E,264
56.169785,H,0
56.169785,I,223
56.169785,R,8014
56.169785,S,1499
56.171760,E,263
56.171760,H,0
56.171760,I,224
56.171760,R,8014
56.171760,S,1499
56.187993,E,263
56.187993,H,0
56.187993,I,223
56.187993,R,8015
56.187993,S,1499
56.195920,E,262
56.195920,H,0
56.195920,I,224
